data_category,data_subcategory,data_language_id,data_question,data_question_type,data_optiona,data_optionb,data_optionc,data_optiond,data_optione,data_answer,data_level,data_note
49,428,85,What does the post-credit quote say at the end of Ant-Man and the Wasp?,1,Ant-Man will return!,Ant-Man will return?,Ant-Man and the Wasp will return?,Ant-Man and the Wasp will return. Will they?,,c,1,
49,428,85,From which country did this musical instrument originally come from?,1,Spain,Germany,France,India,,a,1,
49,428,85,Lumière brothers, the pioneer of motion-picture are from,1,French,USA,England,Germany,,a,1,
49,428,85,Louis Walsh is older than Simon Cowell,2,TRUE,FALSE,,,,a,1,
49,428,85,Monaco is the smallest country in the world,2,TRUE,FALSE,,,,b,1,
49,428,85,Who is the man with most oscar awards?,1,Edith Head,John Ford,Walt Disney,Katharine Hepburn,,c,1,
49,428,85,Charlie Chaplin was born in,1,USA,England,Switzerland,Germany,,b,1,
49,428,85,What is the Ph value of human blood?,1,7.4,7,0,4,8.5,a,1,
49,428,85,What is the Ph value of human blood?,1,7.4,7,0,4,8.5,a,1,
49,428,85,From which country did this musical instrument originally come from?,1,Spain,Germany,France,India,,a,1,
49,428,85,Charlie Chaplin was born in,1,USA,England,Switzerland,Germany,,b,1,
49,428,85,Who is the man with most oscar awards?,1,Edith Head,John Ford,Walt Disney,Katharine Hepburn,,c,1,
49,428,85,Monaco is the smallest country in the world,2,TRUE,FALSE,,,,b,1,
49,428,85,Louis Walsh is older than Simon Cowell,2,TRUE,FALSE,,,,a,1,
49,428,85,Lumière brothers, the pioneer of motion-picture are from
,1,French,USA,England,Germany,,a,1,
49,428,85,What does the post-credit quote say at the end of Ant-Man and the Wasp?,1,Ant-Man will return!,Ant-Man will return?,Ant-Man and the Wasp will return?,Ant-Man and the Wasp will return. Will they?,,c,1,
49,428,85,In Ant-man and the Wasp, who was the black market dealer from who the Pyms were supposed to buy parts to build the quantum tunnel but he double-crossed them due to his greed?  ,1,Sonny Burch,Walton Goggins,Bill Foster,No one from above.,,a,1,
49,428,85,What was the name of Thanos's ship in the Infinity War?
,1,The Statesman,The Benatar,The Milano,The Sanctuary II,,d,1,
